"Any","zona","dat","via","pk","nomMun","nomCom","nomDem","F_MORTS","F_FERITS_GREUS","F_FERITS_LLEUS","F_VICTIMES","F_UNITATS_IMPLICADES","F_VIANANTS_IMPLICADES","F_BICICLETES_IMPLICADES","F_CICLOMOTORS_IMPLICADES","F_MOTOCICLETES_IMPLICADES","F_VEH_LLEUGERS_IMPLICADES","F_VEH_PESANTS_IMPLICADES","F_ALTRES_UNIT_IMPLICADES","F_UNIT_DESC_IMPLICADES","C_VELOCITAT_VIA","D_ACC_AMB_FUGA","D_BOIRA","D_CARACT_ENTORN","D_CARRIL_ESPECIAL","D_CIRCULACIO_MESURES_ESP","D_CLIMATOLOGIA","D_FUNC_ESP_VIA","D_GRAVETAT","D_INFLUIT_BOIRA","D_INFLUIT_CARACT_ENTORN","D_INFLUIT_CIRCULACIO","D_INFLUIT_ESTAT_CLIMA","D_INFLUIT_INTEN_VENT","D_INFLUIT_LLUMINOSITAT","D_INFLUIT_MESU_ESP","D_INFLUIT_OBJ_CALCADA","D_INFLUIT_SOLCS_RASES","D_INFLUIT_VISIBILITAT","D_INTER_SECCIO","D_LIMIT_VELOCITAT","D_LLUMINOSITAT","D_REGULACIO_PRIORITAT","D_SENTITS_VIA","D_SUBTIPUS_ACCIDENT","D_SUBTIPUS_TRAM","D_SUBZONA","D_SUPERFICIE","D_TIPUS_VIA","D_TITULARITAT_VIA","D_TRACAT_ALTIMETRIC","D_VENT","grupDiaLab","hor","grupHor","tipAcc","tipDia"
"2021","Zona urbana","02/03/2021","SE","999999","Mataró","Maresme","Barcelona","1","0","1","2","2","0","0","0","0","1","1","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","Sense especificar","No","No","No","Sense especificar","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Doble sentit","Col·lisió frontal","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","21,42","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2021","Zona urbana","31/05/2021","N-II","645,4","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","0","1","0","1","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols norma prioritat de pas","NA","Envestida (frontal lateral)","Giratòria","Travessera","Sec i net","Carretera convencional","NA","Sense especificar","Calma, vent molt suau","Feiners","6,04","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2021","Carretera","10/06/2021","BV-5031","3,3","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","50","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Fregament o col·lisió lateral","NA","Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","Feiners","18,31","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2021","Zona urbana","28/05/2021","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols norma prioritat de pas","Doble sentit","Envestida (frontal lateral)","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","14,53","Tarda","Col.lisió de vehicles en marxa","div"
"2021","Zona urbana","30/03/2021","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","13,35","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2021","Carretera","15/05/2021","N-II","649","Mataró","Maresme","Barcelona","1","0","0","1","3","0","0","1","0","1","1","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Caiguda en la via","NA","Carretera","Sec i net","Carretera convencional","NA","NA","Calma, vent molt suau","CapDeSetmana","4,41","Nit","Bolcada a la calcada","dis"
"2021","Zona urbana","30/11/2021","N-II","646,5","Mataró","Maresme","Barcelona","0","1","1","2","2","0","0","1","1","0","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","Sense especificar","No","No","Sense especificar","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Sense especificar","Envestida (frontal lateral)","NA","Travessera","Sec i net","Carretera convencional","NA","Sense especificar","Calma, vent molt suau","Feiners","17,15","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2021","Zona urbana","28/10/2021","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols norma prioritat de pas","Sense especificar","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","8","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2022","Zona urbana","22/04/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","Si","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Sense especificar","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","23,3","Nit","Atropellament","div"
"2022","Zona urbana","08/02/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","1","0","0","1","0","0","0","100","Si","No n'hi ha","A nivell","Carril bici","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Sols norma prioritat de pas","Un sol sentit","Envestida (frontal lateral)","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","20,39","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2022","Zona urbana","09/06/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols norma prioritat de pas","Sense especificar","Envestida (frontal lateral)","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","13,41","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2022","Zona urbana","08/02/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","0","1","0","1","0","NA","Si","No n'hi ha","A nivell","Carril bici","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Sols norma prioritat de pas","Sense especificar","Envestida (frontal lateral)","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","20,38","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2022","Zona urbana","08/01/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Senyal Stop o cedeix pas","Un sol sentit","Envestida (frontal lateral)","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","0,38","Nit","Col.lisió de vehicles en marxa","dis"
"2022","Zona urbana","04/01/2022","SE","999999","Mataró","Maresme","Barcelona","0","2","0","2","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Altres","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","10,57","Matí","Altres","dill-dij"
"2022","Zona urbana","23/01/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Altres","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","11,55","Matí","Altres","dg"
"2022","Zona urbana","22/06/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols marques viàries (inclou pas vianants)","Doble sentit","Altres","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","13,39","Matí","Altres","dill-dij"
"2022","Zona urbana","26/03/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","1","0","0","1","0","0","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Pluja dèbil","Sense funció especial","Accident greu","Sense especificar","Sense especificar","No","No","Sense especificar","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Sense especificar","Caiguda en la via","NA","Zona urbana","Mullat","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","23,2","Nit","Bolcada a la calcada","dis"
"2022","Zona urbana","10/06/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Sense especificar","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","11,35","Matí","Col.lisió de vehicles en marxa","div"
"2022","Zona urbana","16/02/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","0","1","0","1","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","Sense especificar","No","No","Sense especificar","No","No","No","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Senyal Stop o cedeix pas","Sense especificar","Envestida (frontal lateral)","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","21,45","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2022","Carretera","18/06/2022","C-32","101,6","Mataró","Maresme","Barcelona","0","1","0","1","1","0","0","0","1","0","0","0","0","999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Altres","NA","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","CapDeSetmana","2,5","Nit","Altres","dis"
"2022","Zona urbana","25/10/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols norma prioritat de pas","NA","Envestida (frontal lateral)","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","11,45","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2022","Carretera","26/12/2022","BV-5031","2,2","Mataró","Maresme","Barcelona","1","0","0","1","2","1","0","0","0","1","0","0","0","999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Atropellament","NA","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","Feiners","7,48","Matí","Atropellament","dill-dij"
"2022","Zona urbana","10/06/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Altres","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","11,35","Matí","Altres","div"
"2022","Carretera","17/06/2022","C-32","103","Mataró","Maresme","Barcelona","0","1","0","1","1","0","0","0","1","0","0","0","0","999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","Feiners","8,2","Matí","Sortida de la calcada sense especificar","div"
"2022","Zona urbana","13/12/2022","N-II","647,3","Mataró","Maresme","Barcelona","0","1","0","1","1","0","0","0","1","0","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Sense especificar","Sortida de via amb bolcada","NA","Travessera","Mullat","Carretera convencional","NA","Sense especificar","Calma, vent molt suau","Feiners","7,4","Matí","Sortida de la calcada sense especificar","dill-dij"
"2022","Zona urbana","05/03/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","2","0","0","0","0","0","0","NA","No","No n'hi ha","Sense Especificar","Carril bici","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Encalç","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","12,15","Matí","Col.lisió de vehicles en marxa","dis"
"2022","Zona urbana","24/10/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Sense especificar","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","17,35","Tarda","Atropellament","dill-dij"
"2022","Zona urbana","11/01/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","1","0","0","1","0","0","0","NA","Si","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols norma prioritat de pas","Sense especificar","Envestida (frontal lateral)","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","12,4","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2022","Zona urbana","01/03/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","Sense especificar","No","No","Sense especificar","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Sense especificar","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","10,5","Matí","Atropellament","dill-dij"
"2022","Zona urbana","10/02/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","1","0","0","0","0","0","0","1","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Sense especificar","Caiguda en la via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","10,1","Matí","Bolcada a la calcada","dill-dij"
"2022","Zona urbana","14/01/2022","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","1","0","0","0","0","0","0","1","0","10","No","No n'hi ha","A nivell","Carril bici","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Senyal velocitat","De nit, il·luminació artificial suficient","NA","Doble sentit","Sortida de via amb xoc o col·lisió","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","23,18","Nit","Sortida de la calcada sense especificar","div"
"2022","Zona urbana","29/12/2022","N-II","647,3","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Un sol sentit","Atropellament","NA","Travessera","Sec i net","Carretera convencional","NA","NA","Calma, vent molt suau","Feiners","10,3","Matí","Atropellament","dill-dij"
"2023","Carretera","15/08/2023","N-II","650,3","Mataró","Maresme","Barcelona","0","1","0","1","1","0","1","0","0","0","0","0","0","999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Altres","NA","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","Feiners","9,29","Matí","Altres","dill-dij"
"2023","Zona urbana","31/03/2023","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","0","1","0","1","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","NA","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","15,05","Tarda","Col.lisió de vehicles en marxa","div"
"2023","Zona urbana","29/07/2023","SE","999999","Mataró","Maresme","Barcelona","0","1","1","2","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Genérica via","De dia, dia clar","Semàfor","Un sol sentit","Encalç","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","15,32","Tarda","Col.lisió de vehicles en marxa","dis"
"2023","Zona urbana","02/12/2023","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","1","0","0","0","0","0","0","1","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Doble sentit","Caiguda en la via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","2,05","Nit","Bolcada a la calcada","dis"
"2023","Zona urbana","20/01/2023","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Genérica via","De dia, dia clar","Sols marques viàries (inclou pas vianants)","Un sol sentit","Atropellament","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","15,28","Tarda","Atropellament","div"
"2023","Zona urbana","18/04/2023","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","1","0","0","1","0","0","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","Sense especificar","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Zona urbana","Mullat","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","10,1","Matí","Bolcada a la calcada","dill-dij"
"2023","Zona urbana","04/05/2023","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","Alba o capvespre","Senyal Stop o cedeix pas","NA","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","21,31","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2023","Zona urbana","14/10/2023","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","NA","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","19,5","Tarda","Atropellament","dis"
"2023","Zona urbana","08/11/2023","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Doble sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","17,45","Tarda","Atropellament","dill-dij"
"2023","Zona urbana","13/07/2023","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Envestida (frontal lateral)","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","7,32","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2023","Zona urbana","28/06/2023","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","1","0","0","0","0","0","0","1","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Un sol sentit","Caiguda en la via","NA","Zona urbana","Relliscós","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","20,5","Tarda","Bolcada a la calcada","dill-dij"
"2023","Zona urbana","19/04/2023","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","1","0","0","1","0","0","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols norma prioritat de pas","NA","Caiguda en la via","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","7","Matí","Bolcada a la calcada","dill-dij"
"2023","Zona urbana","24/06/2023","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","1","0","0","1","0","0","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","Si","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Sols norma prioritat de pas","NA","Caiguda en la via","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","1,35","Nit","Bolcada a la calcada","dis"
"2023","Zona urbana","17/06/2023","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","1","0","0","0","0","1","0","0","0","30","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De nit, il·luminació artificial suficient","Sols norma prioritat de pas","Doble sentit","Resta sortides de via","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","23,15","Nit","Sortida de la calcada sense especificar","dis"
