"Any","zona","dat","via","pk","nomMun","nomCom","nomDem","F_MORTS","F_FERITS_GREUS","F_FERITS_LLEUS","F_VICTIMES","F_UNITATS_IMPLICADES","F_VIANANTS_IMPLICADES","F_BICICLETES_IMPLICADES","F_CICLOMOTORS_IMPLICADES","F_MOTOCICLETES_IMPLICADES","F_VEH_LLEUGERS_IMPLICADES","F_VEH_PESANTS_IMPLICADES","F_ALTRES_UNIT_IMPLICADES","F_UNIT_DESC_IMPLICADES","C_VELOCITAT_VIA","D_ACC_AMB_FUGA","D_BOIRA","D_CARACT_ENTORN","D_CARRIL_ESPECIAL","D_CIRCULACIO_MESURES_ESP","D_CLIMATOLOGIA","D_FUNC_ESP_VIA","D_GRAVETAT","D_INFLUIT_BOIRA","D_INFLUIT_CARACT_ENTORN","D_INFLUIT_CIRCULACIO","D_INFLUIT_ESTAT_CLIMA","D_INFLUIT_INTEN_VENT","D_INFLUIT_LLUMINOSITAT","D_INFLUIT_MESU_ESP","D_INFLUIT_OBJ_CALCADA","D_INFLUIT_SOLCS_RASES","D_INFLUIT_VISIBILITAT","D_INTER_SECCIO","D_LIMIT_VELOCITAT","D_LLUMINOSITAT","D_REGULACIO_PRIORITAT","D_SENTITS_VIA","D_SUBTIPUS_ACCIDENT","D_SUBTIPUS_TRAM","D_SUBZONA","D_SUPERFICIE","D_TIPUS_VIA","D_TITULARITAT_VIA","D_TRACAT_ALTIMETRIC","D_VENT","grupDiaLab","hor","grupHor","tipAcc","tipDia"
"2010","Zona urbana","29/05/2010","SE","999999","Mataró","Maresme","Barcelona","0","1","1","2","2","0","0","0","0","2","0","0","0","30","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","11,4","Matí","Col.lisió d'un vehicle contra un obstacle de la calcada","dis"
"2010","Zona urbana","13/03/2010","SE","999999","Mataró","Maresme","Barcelona","0","1","1","2","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Doble sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","21,1","Tarda","Atropellament","dis"
"2010","Zona urbana","26/02/2010","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","1","0","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Senyal Stop o cedeix pas","Un sol sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","23,25","Nit","Col.lisió de vehicles en marxa","div"
"2010","Zona urbana","05/02/2010","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Genérica via","De dia, dia clar","Sols marques viàries (inclou pas vianants)","Doble sentit","Atropellament","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","11,1","Matí","Atropellament","div"
"2010","Zona urbana","27/10/2010","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","Si","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","No","En secció","Genérica via","Alba o capvespre","NA","Un sol sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","19,15","Tarda","Atropellament","dill-dij"
"2010","Zona urbana","10/11/2010","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Pluja dèbil","Sense funció especial","Accident greu","Sense especificar","Sense especificar","No","No","Sense especificar","No","No","No","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Senyal Stop o cedeix pas","Sense especificar","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Mullat","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","21,45","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","07/04/2010","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","3","2","1","0","0","0","0","0","0","30","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Senyal velocitat","De dia, dia clar","Sols norma prioritat de pas","Un sol sentit","Atropellament","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","19,2","Tarda","Atropellament","dill-dij"
"2010","Zona urbana","06/04/2010","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Un sol sentit","Fregament o col·lisió lateral","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","19,05","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","17/02/2010","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Mullat","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","13,15","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","07/01/2010","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Pluja dèbil","Sense funció especial","Accident greu","Sense especificar","No","No","No","No","No","No","No","No","Sense especificar","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Un sol sentit","Atropellament","NA","Zona urbana","Mullat","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Vent fort","Feiners","20,3","Tarda","Atropellament","dill-dij"
"2010","Carretera","09/04/2010","C-31","208,7","Mataró","Maresme","Barcelona","0","1","0","1","1","0","0","0","1","0","0","0","0","50","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Senyal velocitat","De dia, dia clar","NA","Un sol sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Carretera","Sec i net","Autopista","Autonòmica","Pla","Calma, vent molt suau","Feiners","14,3","Tarda","Col.lisió d'un vehicle contra un obstacle de la calcada","div"
"2010","Carretera","30/08/2010","N-II","650,2","Mataró","Maresme","Barcelona","1","0","0","1","2","0","0","0","1","1","0","0","0","80","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Envestida (frontal lateral)","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","Feiners","18,19","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","25/02/2010","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Atropellament","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","12,3","Matí","Atropellament","dill-dij"
"2010","Zona urbana","30/03/2010","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","1","0","0","0","1","0","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","16,05","Tarda","Bolcada a la calcada","dill-dij"
"2010","Zona urbana","25/06/2010","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","1","0","0","0","0","20","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Senyal velocitat","De dia, dia clar","NA","Un sol sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","12,1","Matí","Atropellament","div"
"2010","Zona urbana","13/10/2010","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Un sol sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","8,4","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","30/09/2010","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Un sol sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","17,49","Tarda","Atropellament","dill-dij"
"2011","Zona urbana","07/07/2011","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols marques viàries (inclou pas vianants)","Un sol sentit","Atropellament","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","9,1","Matí","Atropellament","dill-dij"
"2011","Zona urbana","16/09/2011","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","3","0","0","0","1","2","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","15","Tarda","Col.lisió d'un vehicle contra un obstacle de la calcada","div"
"2011","Zona urbana","21/03/2011","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","NA","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","8,5","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2011","Zona urbana","05/12/2011","SE","999999","Mataró","Maresme","Barcelona","1","0","0","1","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","13,35","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2011","Zona urbana","14/03/2011","SE","999999","Mataró","Maresme","Barcelona","0","1","1","2","3","2","0","0","0","1","0","0","0","30","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","NA","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","9,25","Matí","Atropellament","dill-dij"
"2011","Carretera","20/01/2011","N-II","649","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","1","0","0","0","1","0","40","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Senyal Stop o cedeix pas","Un sol sentit","Envestida (frontal lateral)","Giratòria","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","Feiners","11,45","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2011","Zona urbana","21/06/2011","SE","999999","Mataró","Maresme","Barcelona","0","1","1","2","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","8,5","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2011","Zona urbana","07/01/2011","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Semàfor","Un sol sentit","Atropellament","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","10","Matí","Atropellament","div"
"2011","Zona urbana","20/04/2011","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","18,5","Tarda","Atropellament","dill-dij"
"2011","Carretera","12/01/2011","C-31E","0,8","Mataró","Maresme","Barcelona","0","1","2","3","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Encalç","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","Feiners","11","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2011","Zona urbana","06/08/2011","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","Sense Especificar","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Si","En secció","Genérica via","De dia, dia clar","NA","Un sol sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","17,4","Tarda","Atropellament","dis"
"2011","Zona urbana","08/10/2011","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols marques viàries (inclou pas vianants)","Un sol sentit","Atropellament","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","9,4","Matí","Atropellament","dis"
"2011","Zona urbana","23/11/2011","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","1","0","0","0","1","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Genérica via","De dia, dia clar","Semàfor","Un sol sentit","Envestida (frontal lateral)","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","11,25","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2011","Carretera","29/01/2011","C-32","100,4","Mataró","Maresme","Barcelona","2","1","0","3","2","0","0","0","0","2","0","0","0","100","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Ronda, cinturo o circumval.lacio","Accident mortal","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De nit, il·luminació artificial insuficient","Sols marques viàries (inclou pas vianants)","Doble sentit","Col·lisió frontal","Enllaç d'entrada o eixida","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","CapDeSetmana","4,56","Nit","Col.lisió de vehicles en marxa","dis"
"2011","Zona urbana","18/01/2011","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","8,15","Matí","Atropellament","dill-dij"
"2011","Zona urbana","18/03/2011","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Doble sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","20","Tarda","Atropellament","div"
"2012","Zona urbana","19/03/2012","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Genérica via","Alba o capvespre","Sols norma prioritat de pas","Doble sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","19,15","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2012","Zona urbana","02/06/2012","SE","999999","Mataró","Maresme","Barcelona","1","0","0","1","1","0","0","0","1","0","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Sense especificar","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","4,2","Nit","Col.lisió d'un vehicle contra un obstacle de la calcada","dis"
"2012","Zona urbana","07/05/2012","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","3","0","0","0","1","2","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","Sense especificar","No","No","Sense especificar","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","19,3","Tarda","Bolcada a la calcada","dill-dij"
"2012","Zona urbana","30/09/2012","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","Si","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Sense especificar","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","14,38","Tarda","Atropellament","dg"
"2012","Zona urbana","18/07/2012","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","1","0","0","0","1","0","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","15,23","Tarda","Bolcada a la calcada","dill-dij"
"2012","Zona urbana","14/01/2012","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Doble sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","19","Tarda","Atropellament","dis"
"2012","Zona urbana","17/03/2012","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","1","0","1","0","0","0","NA","Sense Especificar","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Senyal Stop o cedeix pas","Un sol sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","22,1","Nit","Col.lisió de vehicles en marxa","dis"
"2012","Zona urbana","16/05/2012","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","1","0","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Un sol sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","18,35","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2012","Zona urbana","25/05/2012","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","13,2","Matí","Col.lisió de vehicles en marxa","div"
"2013","Zona urbana","02/01/2013","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","1","0","0","1","0","0","0","0","0","NA","Si","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Genérica via","De dia, dia clar","NA","Un sol sentit","Caiguda en la via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","9,15","Matí","Bolcada a la calcada","dill-dij"
"2013","Zona urbana","25/06/2013","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","Sense Especificar","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols norma prioritat de pas","Doble sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","16","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2013","Zona urbana","17/08/2013","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","Si","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Caiguda en la via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","14,24","Tarda","Bolcada a la calcada","dis"
